"Record Type","Name","Prompt Text","Description","Model / Motion Effect","Tool Type","Generation Style","Visual Subject","Category","Preset","Aspect Ratio","Duration (s)","Quality","Badges","Word Count","Char Count","Asset Count","Asset Type","Thumbnail (repo path)","Full-Res Asset URL","Poster URL","Asset Pairing","Recreate Model","Lesson","Lesson Timestamp (s)","Confidence","Site Section","Extraction Source","Sample Media URL","Source Page URL"
"Preset / Effect","Caught in Action","","","","Motion Effect Preset","","","","","","","","","","","5","video","thumbs/9e505bca1b83e613__0.webp","https://cdn.higgsfield.ai/minimax_hailuo_sample/94619ac9-1ce4-41bc-8e25-1cff4d0a7cf6.mp4","","preset-preview","","","","High","motion","catalog_page","https://cdn.higgsfield.ai/minimax_hailuo_sample/94619ac9-1ce4-41bc-8e25-1cff4d0a7cf6.mp4","https://higgsfield.ai/motion/33bee4a1-a5e5-4f14-9cbb-6eaee0d53219/0b61b6c7-f38d-4af0-9f54-78d2d8c9a61c"
"Preset / Effect","Mummy","","Ancient bandages wrap tightly around the body, sealing the subject as an Egyptian mummy. Classic curse unleashed","MiniMax 2.3","Motion Effect Preset","","People / Portrait","","","","","","","","","4","video","thumbs/0f657a1d184596d6__0.webp","https://cdn.higgsfield.ai/minimax_hailuo_motion/1d3d0c80-2dad-4bdd-8eb6-fad3d19316f3.mp4","https://cdn.higgsfield.ai/minimax_hailuo_motion/4f089fa0-6cf3-4e45-bcb5-55e6bf85fa1e.webp","preset-preview","","","","High","motion","catalog_page","https://cdn.higgsfield.ai/minimax_hailuo_motion/1d3d0c80-2dad-4bdd-8eb6-fad3d19316f3.mp4","https://higgsfield.ai/motion/76629ef1-ca01-481d-8874-e561a105a86c"
"Preset / Effect","Firework","","","kling-v2-1-master","Motion Effect Preset","","","","","","","","","","","5","video","thumbs/23e1d267c8ec612a__0.webp","https://cdn.higgsfield.ai/kling_video_sample/d843a9ad-549e-44e6-8cd6-60861c6e48b7.mp4","","preset-preview","","","","High","motion","catalog_page","https://cdn.higgsfield.ai/kling_video_sample/d843a9ad-549e-44e6-8cd6-60861c6e48b7.mp4","https://higgsfield.ai/motion/75b85450-71d1-43f2-bbc0-e51157660ac4/421a2a60-d346-4f63-ad71-fe8ee2749951"
"Preset / Effect","Thunder God + Levitation","","The subject rises into the air with glowing eyes and lightning crackling around them. Hair and fabric lift with the energy, creating a powerful, divine moment of ascension.","Wan 2.5","Motion Effect Preset","","People / Portrait","","","","","","","","","5","video","thumbs/c814321e64c11603__0.webp","https://static.higgsfield.ai/81b34e0b-7dbc-46d7-af89-dfb5290eb443.mp4","https://static.higgsfield.ai/81b34e0b-7dbc-46d7-af89-dfb5290eb443.webp","preset-preview","","","","High","motion","catalog_page","https://static.higgsfield.ai/81b34e0b-7dbc-46d7-af89-dfb5290eb443.mp4","https://higgsfield.ai/motion/8abe6573-591e-446a-9278-1f9bd274c03e"
"Preset / Effect","Hero Cam","","","","Motion Effect Preset","","","","","","","","","","","5","video","thumbs/35f1cf1630c50883__0.webp","https://cdn.higgsfield.ai/minimax_hailuo_sample/9c595fdd-d99e-4204-813a-71ce8912d4f2.mp4","","preset-preview","","","","High","motion","catalog_page","https://cdn.higgsfield.ai/minimax_hailuo_sample/9c595fdd-d99e-4204-813a-71ce8912d4f2.mp4","https://higgsfield.ai/motion/a8c54413-c991-416a-8ac8-32c6a42caa6c/9c595fdd-d99e-4204-813a-71ce8912d4f2"
"Preset / Effect","Plasma Explosion","","","kling-v2-1-master","Motion Effect Preset","","","","","","","","","","","5","video","thumbs/3ff5e879aedc711f__0.webp","https://cdn.higgsfield.ai/kling_video_sample/15a795a3-41fc-4674-ae10-07f022107d46.mp4","","preset-preview","","","","High","motion","catalog_page","https://cdn.higgsfield.ai/kling_video_sample/15a795a3-41fc-4674-ae10-07f022107d46.mp4","https://higgsfield.ai/motion/fda25365-9d4e-4f0f-9bd4-ed2cc5ae6981/ca78a808-0b35-4ad9-9730-949c548b2d02"
"Preset / Effect","Collage","","","","Motion Effect Preset","","","","","","","","","","","5","video","thumbs/bbb2669918e8c36f__0.webp","https://cdn.higgsfield.ai/minimax_hailuo_sample/867fcce2-72fa-4156-b5e8-891d2168f185.mp4","","preset-preview","","","","High","motion","catalog_page","https://cdn.higgsfield.ai/minimax_hailuo_sample/867fcce2-72fa-4156-b5e8-891d2168f185.mp4","https://higgsfield.ai/motion/0d9830d2-4510-4472-9c70-98e1e314a86d/c3363339-df84-4647-849f-db884dc16f39"
"Preset / Effect","Aerial Pull Out","","","","Motion Effect Preset","Aerial / Drone","","","","","","","","","","5","video","thumbs/0be0c98e60ef4d29__0.webp","https://cdn.higgsfield.ai/minimax_hailuo_sample/95bb098d-b2eb-4ac5-9691-7309f7142013.mp4","","preset-preview","","","","High","motion","catalog_page","https://cdn.higgsfield.ai/minimax_hailuo_sample/95bb098d-b2eb-4ac5-9691-7309f7142013.mp4","https://higgsfield.ai/motion/b0da7c10-b36d-4f15-9b86-a3c45fd8135b/8e280be0-21cd-4aae-aafe-3041b1613f28"
"Preset / Effect","Timelapse Glam","","Fast-forward makeup or glam routine. High-energy and perfect for beauty content","MiniMax Hailuo","Motion Effect Preset","","","","","","","","","","","5","video","thumbs/187a332db86cd8eb__0.webp","https://cdn.higgsfield.ai/minimax_hailuo_sample/683ce3c9-3bd2-4595-a5fe-9660902d4e3a.mp4","","preset-preview","","","","High","motion","catalog_page","https://cdn.higgsfield.ai/minimax_hailuo_sample/683ce3c9-3bd2-4595-a5fe-9660902d4e3a.mp4","https://higgsfield.ai/motion/4b2db33e-b163-484b-b33a-7b0a04d81ddf"
"Preset / Effect","Earth Wave","","","kling-v2-5-turbo","Motion Effect Preset","","","","","","","","","","","5","video","thumbs/cebeaaa35e8587e4__0.webp","https://cdn.higgsfield.ai/kling_video_sample/6ffb0565-3fc8-48fc-aaeb-0e79c1391627.mp4","","preset-preview","","","","High","motion","catalog_page","https://cdn.higgsfield.ai/kling_video_sample/6ffb0565-3fc8-48fc-aaeb-0e79c1391627.mp4","https://higgsfield.ai/motion/fb52e9a0-c6e2-498e-8adb-6611b80808e3/f2705ec0-1f7e-43c9-9a5c-eb7b6a9eba92"
"Preset / Effect","Attack of Clones","","","","Motion Effect Preset","","","","","","","","","","","5","video","thumbs/535359478310f5d3__0.webp","https://cdn.higgsfield.ai/minimax_hailuo_sample/681fab46-0eec-439b-b3e5-9257cc498a80.mp4","","preset-preview","","","","High","motion","catalog_page","https://cdn.higgsfield.ai/minimax_hailuo_sample/681fab46-0eec-439b-b3e5-9257cc498a80.mp4","https://higgsfield.ai/motion/8f47b988-db40-4aa7-9289-1a55cbd3ac81/44fb7c43-7492-4d6e-ba6f-2d7907af9684"
"Preset / Effect","Rapid Zoom Out","","Quick pull-back zoom to reveal surroundings or create surprise","MiniMax Hailuo","Motion Effect Preset","","","","","","","","","","","5","video","thumbs/d07af03c5306be95__0.webp","https://cdn.higgsfield.ai/minimax_hailuo_sample/0aa729a7-3aec-49c1-9550-213f0a614c51.mp4","","preset-preview","","","","High","motion","catalog_page","https://cdn.higgsfield.ai/minimax_hailuo_sample/0aa729a7-3aec-49c1-9550-213f0a614c51.mp4","https://higgsfield.ai/motion/222b3cfc-5e24-44ee-b7f5-94deb2d2b514"
"Preset / Effect","Shadow Smoke","","The subject dissolves into dense black matter that spills like ink and swirls through the air, absorbing light before reassembling. Shadowy, mysterious, and fluid","Wan 2.5","Motion Effect Preset","","People / Portrait; Abstract / Texture","","","","","","","","","5","video","thumbs/e2cc12e3ae573c62__0.webp","https://cdn.higgsfield.ai/kling_video_sample/d7d0e8c5-3c48-4f7f-a6a4-612c70eec0e0.mp4","","preset-preview","","","","High","motion","catalog_page","https://cdn.higgsfield.ai/kling_video_sample/d7d0e8c5-3c48-4f7f-a6a4-612c70eec0e0.mp4","https://higgsfield.ai/motion/881b5e78-e585-43fb-ac73-a4207d824c88"
"Preset / Effect","Illustration Scene","","","","Motion Effect Preset","","","","","","","","","","","5","video","thumbs/499092e32bb1ff48__0.webp","https://cdn.higgsfield.ai/minimax_hailuo_sample/701c09df-7ae7-4610-b30f-984cc40fd81b.mp4","","preset-preview","","","","High","motion","catalog_page","https://cdn.higgsfield.ai/minimax_hailuo_sample/701c09df-7ae7-4610-b30f-984cc40fd81b.mp4","https://higgsfield.ai/motion/3891c001-6191-4c33-bcd2-e518736ea923/101d1fd5-61c7-4d1d-a200-830cad403a3d"
"Preset / Effect","Earth Element","","","kling-v2-1-master","Motion Effect Preset","","","","","","","","","","","5","video","thumbs/72386a2d2af9c0a2__0.webp","https://cdn.higgsfield.ai/kling_video_sample/30409c3a-4b55-487d-9d2c-8a02994749dd.mp4","","preset-preview","","","","High","motion","catalog_page","https://cdn.higgsfield.ai/kling_video_sample/30409c3a-4b55-487d-9d2c-8a02994749dd.mp4","https://higgsfield.ai/motion/804cfc3a-e251-4ddf-86d4-46066d0ff7be/95640d76-b04b-45e7-9573-225cf3cdd796"
"Preset / Effect","Gas Transformation","","","","Motion Effect Preset","","","","","","","","","","","5","video","thumbs/e6435e4d3e46b5e8__0.webp","https://cdn.higgsfield.ai/minimax_hailuo_sample/c8090662-b51f-44d2-b675-364c10437e9d.mp4","","preset-preview","","","","High","motion","catalog_page","https://cdn.higgsfield.ai/minimax_hailuo_sample/c8090662-b51f-44d2-b675-364c10437e9d.mp4","https://higgsfield.ai/motion/1422c31c-7648-4b23-94ca-de200ad1bbc6/c458ed5c-0c06-4f31-8239-0d15c7f8b5e6"
"Preset / Effect","Nature Bloom","","Flowers, vines, and greenery burst forth, wrapping the subject in radiant life. Fresh, organic, and vibrant.","Wan 2.5","Motion Effect Preset","","People / Portrait","","","","","","","","","3","video","thumbs/80cafe1e5cc11ccc__0.webp","https://cdn.higgsfield.ai/kling_video_sample/608e651d-3081-4ca8-9759-f8c1e2e00b7f.mp4","","preset-preview","","","","High","motion","catalog_page","https://cdn.higgsfield.ai/kling_video_sample/608e651d-3081-4ca8-9759-f8c1e2e00b7f.mp4","https://higgsfield.ai/motion/fb65290f-a8ff-4cb5-8089-01347d23838a"
"Preset / Effect","Melt Transition","","The scene liquefies and drips away, dissolving smoothly into a new form. Surreal, fluid, and hypnotic.","Wan 2.5","Motion Effect Preset","Glitch / Experimental","People / Portrait","","","","","","","","","5","video","thumbs/8a98d57c1e243de2__0.webp","https://cdn.higgsfield.ai/kling_video_sample/a742f71d-9e80-440f-b282-acbcd886ca38.mp4","","preset-preview","","","","High","motion","catalog_page","https://cdn.higgsfield.ai/kling_video_sample/a742f71d-9e80-440f-b282-acbcd886ca38.mp4","https://higgsfield.ai/motion/f064aa72-eb21-4691-a827-5f0fa9f4246c"
"Preset / Effect","Sunglasses","","Subject puts on or wears sunglasses—adds style, mystery, or coolness","MiniMax Hailuo","Motion Effect Preset","","People / Portrait","","","","","","","","","5","video","thumbs/0aebf79dd000d23f__0.webp","https://cdn.higgsfield.ai/minimax_hailuo_sample/005f073e-0faa-4b79-a295-24aab0f6db03.mp4","","preset-preview","","","","High","motion","catalog_page","https://cdn.higgsfield.ai/minimax_hailuo_sample/005f073e-0faa-4b79-a295-24aab0f6db03.mp4","https://higgsfield.ai/motion/222a64a5-aa60-4a53-80ae-13dede1d1268"
"Preset / Effect","Plate Check","","Showing or inspecting a plate of food before eating.","Wan 2.5","Motion Effect Preset","","Food / Drink","","","","","","","","","5","video","thumbs/597ade5fd16a4181__0.webp","https://cdn.higgsfield.ai/seedance_sample/f49d21ec-0d2f-4d9e-b801-631f1241e311.mp4","","preset-preview","","","","High","motion","catalog_page","https://cdn.higgsfield.ai/seedance_sample/f49d21ec-0d2f-4d9e-b801-631f1241e311.mp4","https://higgsfield.ai/motion/c7b07954-31fb-4da3-b653-b693303b9c67"
"Preset / Effect","Skate Cruise","","Smooth, relaxed riding without tricks—just pushing and gliding through the streets. Feels calm, effortless, and stylish. Perfect for chill, aesthetic edits or street vibes.","Wan 2.5","Motion Effect Preset","","People / Portrait; Architecture / Interior","","","","","","","","","1","image","thumbs/b5bb6296f998f55a__0.webp","https://d1xarpci4ikg0w.cloudfront.net/ab5c41c8-3de0-4142-a362-960ff78db98d.webp","","preset-preview","","","","High","motion","catalog_page","https://d1xarpci4ikg0w.cloudfront.net/ab5c41c8-3de0-4142-a362-960ff78db98d.webp","https://higgsfield.ai/motion/2f226790-7c90-4b17-be2b-b9f5ffe1510b"
"Preset / Effect","Timelapse Human","","Speeds up human motion while the environment stays natural, showing quick movements like walking, dressing, or dancing. Adds energy, urgency, or a surreal, fast-forwarded feel.","Wan 2.5","Motion Effect Preset","Glitch / Experimental","People / Portrait","","","","","","","","","5","video","thumbs/56f180fee47a37e3__0.webp","https://static.higgsfield.ai/ec28fa40-b68e-4fc4-af45-672f71ab5e61.mp4","https://static.higgsfield.ai/ec28fa40-b68e-4fc4-af45-672f71ab5e61.webp","preset-preview","","","","High","motion","catalog_page","https://static.higgsfield.ai/ec28fa40-b68e-4fc4-af45-672f71ab5e61.mp4","https://higgsfield.ai/motion/b8789aa0-bced-4d69-9eca-7245ee9ce7db"
"Preset / Effect","Air Bending","","","kling-v2-1","Motion Effect Preset","","","","","","","","","","","5","video","thumbs/5b5bb156b8d01d13__0.webp","https://cdn.higgsfield.ai/kling_video_sample/2e39780b-a718-46ea-bcff-67fdd07299f3.mp4","","preset-preview","","","","High","motion","catalog_page","https://cdn.higgsfield.ai/kling_video_sample/2e39780b-a718-46ea-bcff-67fdd07299f3.mp4","https://higgsfield.ai/motion/c4dd8cc3-79a6-4366-b9a1-071ad848ddd2/ca854666-6bfe-40ef-a204-962a669075e6"
"Preset / Effect","Starship Troopers","","","kling-v2-1","Motion Effect Preset","","Vehicles / Transport","","","","","","","","","5","video","thumbs/feb5d13d0f84bf66__0.webp","https://cdn.higgsfield.ai/kling_video_sample/6a3bf0c1-059c-428e-9414-310e6343592f.mp4","","preset-preview","","","","High","motion","catalog_page","https://cdn.higgsfield.ai/kling_video_sample/6a3bf0c1-059c-428e-9414-310e6343592f.mp4","https://higgsfield.ai/motion/e99ef547-5a85-4c5a-a7ce-a87eaa9981a4/066f8d73-2490-47d2-8e2c-c0dac5b88c39"
"Preset / Effect","Spiders from Mouth","","","","Motion Effect Preset","","","","","","","","","","","5","video","thumbs/aa23b0c8da8fcb47__0.webp","https://cdn.higgsfield.ai/minimax_hailuo_sample/393cd95d-8ad6-4def-87d1-f69221370b07.mp4","","preset-preview","","","","High","motion","catalog_page","https://cdn.higgsfield.ai/minimax_hailuo_sample/393cd95d-8ad6-4def-87d1-f69221370b07.mp4","https://higgsfield.ai/motion/c5576bd6-2662-4b03-a20e-82dfc5e07da2/5aacf326-d142-4cc0-9405-417ed4f28b71"
"Preset / Effect","Glow Trace","","","","Motion Effect Preset","","","","","","","","","","","5","video","thumbs/4ffd492b1e524b1f__0.webp","https://cdn.higgsfield.ai/minimax_hailuo_sample/46cc0a16-579e-498f-9523-45f5cdb2c01d.mp4","","preset-preview","","","","High","motion","catalog_page","https://cdn.higgsfield.ai/minimax_hailuo_sample/46cc0a16-579e-498f-9523-45f5cdb2c01d.mp4","https://higgsfield.ai/motion/519e724e-760f-4703-b6cd-d38223f27e53/14b404ee-0465-4bf2-802e-70727f7e9335"
"Preset / Effect","Collage","","Layered visuals, textures, or cutouts build a mixed-media look. Artistic and chaotic","MiniMax Hailuo","Motion Effect Preset","","Abstract / Texture","","","","","","","","","5","video","thumbs/be02587be91f5d99__0.webp","https://cdn.higgsfield.ai/minimax_hailuo_sample/867fcce2-72fa-4156-b5e8-891d2168f185.mp4","","preset-preview","","","","High","motion","catalog_page","https://cdn.higgsfield.ai/minimax_hailuo_sample/867fcce2-72fa-4156-b5e8-891d2168f185.mp4","https://higgsfield.ai/motion/0d9830d2-4510-4472-9c70-98e1e314a86d"
"Preset / Effect","Water Bending","","The subject liquefies into a massive surge of clear water, rushing forward as a powerful wave before rising into a fluid human silhouette. Dynamic, flowing, and elemental","Wan 2.5","Motion Effect Preset","","People / Portrait; Food / Drink","","","","","","","","","4","video","thumbs/aff00dc038abf058__0.webp","https://cdn.higgsfield.ai/kling_video_sample/4298ca7d-f751-47f9-ba5d-f3e6c9914d1e.mp4","","preset-preview","","","","High","motion","catalog_page","https://cdn.higgsfield.ai/kling_video_sample/4298ca7d-f751-47f9-ba5d-f3e6c9914d1e.mp4","https://higgsfield.ai/motion/b3c9d6c2-e1c9-4d92-8853-9d2d46e4b294"
"Preset / Effect","Timelapse Human","","","","Motion Effect Preset","","People / Portrait","","","","","","","","","5","video","thumbs/9206dd32dc9dca15__0.webp","https://cdn.higgsfield.ai/minimax_hailuo_sample/adf8fec2-5d9d-485c-a814-5c8cede2c308.mp4","","preset-preview","","","","High","motion","catalog_page","https://cdn.higgsfield.ai/minimax_hailuo_sample/adf8fec2-5d9d-485c-a814-5c8cede2c308.mp4","https://higgsfield.ai/motion/b4ba822f-9171-4547-997e-c86de335385e/0b3f11c1-1576-4c30-8719-8ead5bafafa1"
"Preset / Effect","Drunk Master","","","","Motion Effect Preset","","","","","","","","","","","5","video","thumbs/f7aaaef839027c5c__0.webp","https://cdn.higgsfield.ai/minimax_hailuo_sample/50cab49b-e045-4369-b918-d1331f2b34e2.mp4","","preset-preview","","","","High","motion","catalog_page","https://cdn.higgsfield.ai/minimax_hailuo_sample/50cab49b-e045-4369-b918-d1331f2b34e2.mp4","https://higgsfield.ai/motion/5d0eee15-569c-4006-a1c7-46d1c42d9315/9480a6ed-e9e5-4c51-8bd2-a74cbd1d5995"
"Preset / Effect","Timelapse Glam","","","","Motion Effect Preset","","","","","","","","","","","5","video","thumbs/d6d01f3c4e5bdd12__0.webp","https://cdn.higgsfield.ai/minimax_hailuo_sample/683ce3c9-3bd2-4595-a5fe-9660902d4e3a.mp4","","preset-preview","","","","High","motion","catalog_page","https://cdn.higgsfield.ai/minimax_hailuo_sample/683ce3c9-3bd2-4595-a5fe-9660902d4e3a.mp4","https://higgsfield.ai/motion/4b2db33e-b163-484b-b33a-7b0a04d81ddf/bbac3687-9a09-4e68-b56c-dc099366ea08"
"Preset / Effect","Outfit Check","","Multi-shot looking down or adjusting clothes to show off the fit.","Wan 2.5","Motion Effect Preset","","People / Portrait","","","","","","","","","5","video","thumbs/0a327923d5de7c5e__0.webp","https://cdn.higgsfield.ai/seedance_sample/de05226c-e37b-4b57-b541-96991af07a42.mp4","","preset-preview","","","","High","motion","catalog_page","https://cdn.higgsfield.ai/seedance_sample/de05226c-e37b-4b57-b541-96991af07a42.mp4","https://higgsfield.ai/motion/cb27169d-aba4-43d9-8667-3292966b2de5"
"Preset / Effect","Static Posing","","","","Motion Effect Preset","","","","","","","","","","","5","video","thumbs/207285bc0537d98c__0.webp","https://cdn.higgsfield.ai/minimax_hailuo_sample/0f7f78f0-b358-4b66-a83a-59ee45113906.mp4","","preset-preview","","","","High","motion","catalog_page","https://cdn.higgsfield.ai/minimax_hailuo_sample/0f7f78f0-b358-4b66-a83a-59ee45113906.mp4","https://higgsfield.ai/motion/a3906ccc-123f-4fc1-a8c6-3d038f3c3c93/0f7f78f0-b358-4b66-a83a-59ee45113906"
"Preset / Effect","Multiverse","","","kling-v2-1","Motion Effect Preset","","","","","","","","","","","3","video","thumbs/28828efeedb39c5b__0.webp","https://cdn.higgsfield.ai/kling_video_sample/3dac7c4c-3807-456c-af0e-491b4410390f.mp4","","preset-preview","","","","High","motion","catalog_page","https://cdn.higgsfield.ai/kling_video_sample/3dac7c4c-3807-456c-af0e-491b4410390f.mp4","https://higgsfield.ai/motion/5949fec9-f70e-45d5-8ab9-5544bb18dd72/3dac7c4c-3807-456c-af0e-491b4410390f"
"Preset / Effect","Seamless Transition","","","kling-v2-1","Motion Effect Preset","","","","","","","","","","","4","video","thumbs/bfb0f012636549d4__0.webp","https://cdn.higgsfield.ai/kling_video_sample/65139b52-764c-4c22-bf62-c1cc8a1a29a8.mp4","","preset-preview","","","","High","motion","catalog_page","https://cdn.higgsfield.ai/kling_video_sample/65139b52-764c-4c22-bf62-c1cc8a1a29a8.mp4","https://higgsfield.ai/motion/77ff4447-ab4c-4816-bb79-bff2f4a4f34f/65139b52-764c-4c22-bf62-c1cc8a1a29a8"
"Preset / Effect","Smoke Transition","","","kling-v2-1","Motion Effect Preset","","Abstract / Texture","","","","","","","","","4","video","thumbs/c9249b2cbd192901__0.webp","https://cdn.higgsfield.ai/kling_video_sample/8a8d8a6d-a5d9-42b7-9ec2-515d7c7c34ef.mp4","","preset-preview","","","","High","motion","catalog_page","https://cdn.higgsfield.ai/kling_video_sample/8a8d8a6d-a5d9-42b7-9ec2-515d7c7c34ef.mp4","https://higgsfield.ai/motion/efb77740-741f-419d-ae8d-cf487e01a6e9/8a8d8a6d-a5d9-42b7-9ec2-515d7c7c34ef"
"Preset / Effect","X-Ray","","Shows internal structure or bones through the subject. Scientific, surreal, or eerie","MiniMax Hailuo","Motion Effect Preset","Glitch / Experimental; Horror / Thriller","People / Portrait","","","","","","","","","5","video","thumbs/ce666996453beea5__0.webp","https://cdn.higgsfield.ai/minimax_hailuo_sample/0fcf906a-3ce6-466a-9724-0564da55d220.mp4","","preset-preview","","","","High","motion","catalog_page","https://cdn.higgsfield.ai/minimax_hailuo_sample/0fcf906a-3ce6-466a-9724-0564da55d220.mp4","https://higgsfield.ai/motion/5819f36e-5b0a-44ca-800e-98e380266b2d"
"Preset / Effect","Starship Troopers","","Alien creatures swarm the scene as the subject fights for survival. Action-packed, chaotic, and thrilling.","Wan 2.5","Motion Effect Preset","Fantasy / Sci-Fi","People / Portrait; Animals / Creatures; Vehicles / Transport","","","","","","","","","5","video","thumbs/b7d4191480ff16db__0.webp","https://cdn.higgsfield.ai/kling_video_sample/6a3bf0c1-059c-428e-9414-310e6343592f.mp4","","preset-preview","","","","High","motion","catalog_page","https://cdn.higgsfield.ai/kling_video_sample/6a3bf0c1-059c-428e-9414-310e6343592f.mp4","https://higgsfield.ai/motion/e99ef547-5a85-4c5a-a7ce-a87eaa9981a4"
"Preset / Effect","Display Transition","","","kling-v2-1","Motion Effect Preset","","","","","","","","","","","5","video","thumbs/1ae2596de49b40fc__0.webp","https://cdn.higgsfield.ai/kling_video_sample/91365d28-04cc-43c3-9b4d-9a006a3a8f15.mp4","","preset-preview","","","","High","motion","catalog_page","https://cdn.higgsfield.ai/kling_video_sample/91365d28-04cc-43c3-9b4d-9a006a3a8f15.mp4","https://higgsfield.ai/motion/cf852c5b-8e2a-45b7-807e-2a35b2636a3f/1befef8c-c402-4fcc-b7aa-7018745ec0bc"
"Preset / Effect","Raven Transition","","","kling-v2-1","Motion Effect Preset","","","","","","","","","","","5","video","thumbs/ed04822daf5bec70__0.webp","https://cdn.higgsfield.ai/kling_video_sample/07bc75d4-94ab-4cce-8bb7-0fde1a504beb.mp4","","preset-preview","","","","High","motion","catalog_page","https://cdn.higgsfield.ai/kling_video_sample/07bc75d4-94ab-4cce-8bb7-0fde1a504beb.mp4","https://higgsfield.ai/motion/bbab2a35-ccba-45df-8c37-8ea2bd9e395a/07bc75d4-94ab-4cce-8bb7-0fde1a504beb"
"Preset / Effect","Hand Mouths","","Grotesque tongues emerge from the palms, licking and writhing. Disturbing body horror fusion","MiniMax Hailuo","Motion Effect Preset","Horror / Thriller","People / Portrait","","","","","","","","","1","video","thumbs/d370384bcbf5f803__0.webp","https://cdn.higgsfield.ai/minimax_hailuo_motion/d6e5eb99-2c9b-4e56-8044-78083af16517.mp4","https://cdn.higgsfield.ai/minimax_hailuo_motion/723ab0a8-c939-4c37-b118-25c4553ca9d5.webp","preset-preview","","","","High","motion","catalog_page","https://cdn.higgsfield.ai/minimax_hailuo_motion/d6e5eb99-2c9b-4e56-8044-78083af16517.mp4","https://higgsfield.ai/motion/1a8aab1e-25f7-43b7-89ad-d5bd55a2590f"
"Preset / Effect","Garden Bloom","","A lush visual effect where the entire body becomes enveloped in blooming flowers and greenery, as if nature reclaims the subject.","Wan 2.5","Motion Effect Preset","","People / Portrait","","","","","","","","","3","video","thumbs/00a5420d9dcedcee__0.webp","https://static.higgsfield.ai/29731034-c01e-4cef-83c2-3272911e0af7.mp4","https://static.higgsfield.ai/29731034-c01e-4cef-83c2-3272911e0af7.webp","preset-preview","","","","High","motion","catalog_page","https://static.higgsfield.ai/29731034-c01e-4cef-83c2-3272911e0af7.mp4","https://higgsfield.ai/motion/b25600ef-238e-448a-bb07-1ff74fd0207f"
"Preset / Effect","Flip","","The subject performs a front or backflip. Athletic, cool, and high-energy","MiniMax Hailuo","Motion Effect Preset","","People / Portrait","","","","","","","","","5","video","thumbs/1be3f70932c0b19d__0.webp","https://cdn.higgsfield.ai/minimax_hailuo_sample/9028af30-bf56-4999-9bc2-9f45a4ec291b.mp4","","preset-preview","","","","High","motion","catalog_page","https://cdn.higgsfield.ai/minimax_hailuo_sample/9028af30-bf56-4999-9bc2-9f45a4ec291b.mp4","https://higgsfield.ai/motion/0264d345-94c3-4cb8-849f-7e0b71d13696"
"Preset / Effect","Beast Appearance","","","kling-v2-1","Motion Effect Preset","","","","","","","","","","","5","video","thumbs/c5459d2abff1cd29__0.webp","https://cdn.higgsfield.ai/kling_video_sample/7c7ee299-3129-4f3f-906b-a3cdec47a0a8.mp4","","preset-preview","","","","High","motion","catalog_page","https://cdn.higgsfield.ai/kling_video_sample/7c7ee299-3129-4f3f-906b-a3cdec47a0a8.mp4","https://higgsfield.ai/motion/53f9cea8-9195-45a0-accd-36d6c6454a01/b447a5a0-a0f3-4d8f-bdb2-84aa6c5e2826"
"Preset / Effect","Horror Face","","A twisted visage flashes behind the subject, haunting them with sudden terror. Disturbing, eerie, and spine-chilling.","Wan 2.5","Motion Effect Preset","Horror / Thriller","People / Portrait","","","","","","","","","5","video","thumbs/e00f04107d8d10ce__0.webp","https://cdn.higgsfield.ai/kling_video_sample/3f5ad81a-be0d-4ff6-ae27-b9d7ca64d4e7.mp4","","preset-preview","","","","High","motion","catalog_page","https://cdn.higgsfield.ai/kling_video_sample/3f5ad81a-be0d-4ff6-ae27-b9d7ca64d4e7.mp4","https://higgsfield.ai/motion/41ed27a0-8d93-482a-b743-17bb68af9e94"
"Preset / Effect","Glowshift","","The subject is surrounded by a soft, magical light as their form shifts into someone else. Smooth and mystical—perfect for illusions, disguises, or magical transformations.","Wan 2.5","Motion Effect Preset","","People / Portrait","","","","","","","","","5","video","thumbs/b0ea594cd627be68__0.webp","https://static.higgsfield.ai/fca47a37-72a7-4ab6-83d4-99efcf85a266.mp4","https://static.higgsfield.ai/fca47a37-72a7-4ab6-83d4-99efcf85a266.webp","preset-preview","","","","High","motion","catalog_page","https://static.higgsfield.ai/fca47a37-72a7-4ab6-83d4-99efcf85a266.mp4","https://higgsfield.ai/motion/17539882-734b-4726-9e9a-1b1d92f4054c"
"Preset / Effect","Flame Transition","","","kling-v2-1","Motion Effect Preset","","","","","","","","","","","5","video","thumbs/b498305193193a9b__0.webp","https://cdn.higgsfield.ai/kling_video_sample/0083b39d-9f65-4973-8be1-e7508778a9a2.mp4","","preset-preview","","","","High","motion","catalog_page","https://cdn.higgsfield.ai/kling_video_sample/0083b39d-9f65-4973-8be1-e7508778a9a2.mp4","https://higgsfield.ai/motion/6641ebf5-1e07-4a8a-a435-b0ea374861e8/988cf938-65c8-453b-b1d4-b54f59b5b31b"
