"Record Type","Name","Prompt Text","Description","Model / Motion Effect","Tool Type","Generation Style","Visual Subject","Category","Preset","Aspect Ratio","Duration (s)","Quality","Badges","Word Count","Char Count","Confidence","Site Section","Extraction Source","Sample Media URL","Source Page URL"
"Preset / Effect","Tilt up","","Moves the camera upward to reveal something or make the subject feel powerful, grand, or important","Wan 2.5","Motion Effect Preset","","People / Portrait","","","","","","","","","High","motion","catalog_page","","https://higgsfield.ai/motion/359bd4f6-252a-405e-bb5c-3807b3b9d9ec"
"Preset / Effect","Display Transition","","A cameraman steps into view, lens-first, shifting the shot with meta style. Self-aware, cinematic, and playful.","Wan 2.5","Motion Effect Preset","Cinematic / Film","People / Portrait","","","","","","","","","High","motion","catalog_page","","https://higgsfield.ai/motion/cf852c5b-8e2a-45b7-807e-2a35b2636a3f"
"Preset / Effect","Flood","","The water is the moving force — it spreads, rises, and dominates the space.","Wan 2.5","Motion Effect Preset","","People / Portrait; Food / Drink","","","","","","","","","High","motion","catalog_page","","https://higgsfield.ai/motion/2a731e66-b6c9-472a-aa7b-aa0b90960245"
"Preset / Effect","Shocked","","Wide-eyed surprise or disbelief, comedic or intense.","Wan 2.5","Motion Effect Preset","","","","","","","","","","","High","motion","catalog_page","","https://higgsfield.ai/motion/7e432758-99ec-4244-9c02-e24998f63b61"
"Preset / Effect","Cotton Cloud","","Fluffy clouds gather and drift across the subject, wrapping them in a soft, heavenly haze. Light, gentle, and whimsical.","Wan 2.5","Motion Effect Preset","","People / Portrait","","","","","","","","","High","motion","catalog_page","","https://higgsfield.ai/motion/588486b6-f303-4e2a-b8b0-2b74b01a5f50"
"Preset / Effect","Diamond","","The subject’s body transforms into a sparkling, faceted diamond—hard, reflective, and radiant. A stunning visual effect perfect for showing strength, elegance, or magical metamorphosis.","Wan 2.5","Motion Effect Preset","","People / Portrait","","","","","","","","","High","motion","catalog_page","","https://higgsfield.ai/motion/8126eea1-263d-4e2a-9e27-da7296638522"
"Preset / Effect","Wind to Face","","Intense wind blasts the subject with extreme force—hair whips, clothes thrash, and the body leans into the pressure. Creates a dramatic, chaotic, or high-impact visual moment.","Wan 2.5","Motion Effect Preset","","People / Portrait","","","","","","","","","High","motion","catalog_page","","https://higgsfield.ai/motion/080d9f40-110d-4e74-bc93-bc4e9a9032d5"
"Preset / Effect","Timelapse Landscape","","Natural elements like clouds or crowds move rapidly. Peaceful, cinematic passage of time","MiniMax Hailuo","Motion Effect Preset","Cinematic / Film","People / Portrait; Landscape / Nature","","","","","","","","","High","motion","catalog_page","","https://higgsfield.ai/motion/d45f0a80-62b8-4651-bd62-0373a09b8f11"
"Preset / Effect","Giant Grab","","A colossal hand reaches down from above, seizing the subject with overwhelming force. Surreal, dramatic, and shocking.","Wan 2.5","Motion Effect Preset","Glitch / Experimental","People / Portrait","","","","","","","","","High","motion","catalog_page","","https://higgsfield.ai/motion/3f30deaa-dd4a-45c0-be8c-f350fc1008dc"
"Preset / Effect","Levitation","","The subject floats or rises smoothly off the ground, defying gravity. Creates a dreamy, magical, or surreal atmosphere perfect for fantasy or artistic visuals.","Wan 2.5","Motion Effect Preset","Glitch / Experimental; Fantasy / Sci-Fi","People / Portrait","","","","","","","","","High","motion","catalog_page","","https://higgsfield.ai/motion/52aa7be6-854f-45cb-930c-b98d64eb593c"
"Preset / Effect","Illustration Scene","","Transforms the scene into a drawn or sketched look—artistic and stylized.","MiniMax Hailuo","Motion Effect Preset","","People / Portrait","","","","","","","","","High","motion","catalog_page","","https://higgsfield.ai/motion/3891c001-6191-4c33-bcd2-e518736ea923"
"Preset / Effect","Disintegration","","A visual effect where the subject breaks apart into particles or dust, creating a surreal, emotional, or epic moment","Wan 2.5","Motion Effect Preset","Glitch / Experimental","People / Portrait; Abstract / Texture","","","","","","","","","High","motion","catalog_page","","https://higgsfield.ai/motion/4e981984-1cdc-4b96-a2b1-1a7c1ecb822d"
"Preset / Effect","CCTV","","Scene appears through a security cam lens. Gritty, realistic, or surveillance-style","MiniMax Hailuo","Motion Effect Preset","","","","","","","","","","","High","motion","catalog_page","","https://higgsfield.ai/motion/75b22ea3-edc4-4f1f-8c12-e31495350eb6"
"Preset / Effect","Motor Ride","","Subject riding a motorcycle, wind and motion adding energy to the shot.","Wan 2.5","Motion Effect Preset","","People / Portrait; Vehicles / Transport","","","","","","","","","High","motion","catalog_page","","https://higgsfield.ai/motion/df7b5f9f-bea0-4fc9-a790-381ba7f84aa9"
"Preset / Effect","Timelapse Human","","The subject stands still in the center as the world rushes around them. A surreal, time-bending effect that highlights presence in chaos","MiniMax Hailuo","Motion Effect Preset","Glitch / Experimental","People / Portrait","","","","","","","","","High","motion","catalog_page","","https://higgsfield.ai/motion/b4ba822f-9171-4547-997e-c86de335385e"
"Preset / Effect","Animalization","","The subject slowly transforms into a wild creature, their features merging with primal instincts. Ferocious and untamed.","Wan 2.5","Motion Effect Preset","","People / Portrait; Animals / Creatures","","","","","","","","","High","motion","catalog_page","","https://higgsfield.ai/motion/4678bff4-63e0-4272-a961-9b0b0c0746b1"
"Preset / Effect","Mummy","","Ancient bandages wrap tightly around the body, sealing the subject as an Egyptian mummy. Classic curse unleashed","MiniMax 2.3","Motion Effect Preset","","People / Portrait","","","","","","","","","High","motion","catalog_page","","https://higgsfield.ai/motion/76629ef1-ca01-481d-8874-e561a105a86c"
"Preset / Effect","Face Punch","","Captures the sharp, explosive moment of a punch to the face. High impact, raw energy—perfect for action, fight, or intense close-up shots.","Wan 2.5","Motion Effect Preset","","People / Portrait","","","","","","","","","High","motion","catalog_page","","https://higgsfield.ai/motion/cd5bfd11-5a1a-46e0-9294-b22b0b733b1e"
"Preset / Effect","Glam","","A high-speed camera moves smoothly around the subject, creating epic, slow-motion shots full of glamour and impact","Wan 2.5","Motion Effect Preset","","People / Portrait","","","","","","","","","High","motion","catalog_page","","https://higgsfield.ai/motion/5763f4ec-ea6b-449d-9509-4596962668a8"
"Preset / Effect","Melting","","The subject visibly softens and melts under intense heat—skin, clothes, or objects start to drip and distort. Evokes extreme temperature, tension, or surreal discomfort.","Wan 2.5","Motion Effect Preset","Glitch / Experimental","People / Portrait; Product / Object","","","","","","","","","High","motion","catalog_page","","https://higgsfield.ai/motion/d8c13031-7117-4a3d-9a30-6a00d0d408b4"
"Preset / Effect","Lens Crack","","Simulates a cracked camera lens with visible fractures and light distortion. Adds a raw, damaged, or chaotic feel—perfect for action, horror, or glitchy edits.","Wan 2.5","Motion Effect Preset","Glitch / Experimental; Horror / Thriller","","","","","","","","","","High","motion","catalog_page","","https://higgsfield.ai/motion/a7984a1f-f2ed-41a8-8a4c-4a66606ac6bb"
"Preset / Effect","Arc Left","","The camera curves gracefully around the subject to the left, adding a sense of movement, focus, and cinematic style. Ideal for emotional build-up or visual flair.","Wan 2.5","Motion Effect Preset","Cinematic / Film","People / Portrait","","","","","","","","","High","motion","catalog_page","","https://higgsfield.ai/motion/2a5d8f86-aef3-4b34-b5ee-fb2020daa131"
"Preset / Effect","Timelapse Glam","","Fast-forward makeup or glam routine. High-energy and perfect for beauty content","MiniMax Hailuo","Motion Effect Preset","","","","","","","","","","","High","motion","catalog_page","","https://higgsfield.ai/motion/4b2db33e-b163-484b-b33a-7b0a04d81ddf"
"Preset / Effect","Rapid Zoom Out","","Quick pull-back zoom to reveal surroundings or create surprise","MiniMax Hailuo","Motion Effect Preset","","","","","","","","","","","High","motion","catalog_page","","https://higgsfield.ai/motion/222b3cfc-5e24-44ee-b7f5-94deb2d2b514"
"Preset / Effect","Shadow Smoke","","The subject dissolves into dense black matter that spills like ink and swirls through the air, absorbing light before reassembling. Shadowy, mysterious, and fluid","Wan 2.5","Motion Effect Preset","","People / Portrait; Abstract / Texture","","","","","","","","","High","motion","catalog_page","","https://higgsfield.ai/motion/881b5e78-e585-43fb-ac73-a4207d824c88"
"Preset / Effect","Nature Bloom","","Flowers, vines, and greenery burst forth, wrapping the subject in radiant life. Fresh, organic, and vibrant.","Wan 2.5","Motion Effect Preset","","People / Portrait","","","","","","","","","High","motion","catalog_page","","https://higgsfield.ai/motion/fb65290f-a8ff-4cb5-8089-01347d23838a"
"Preset / Effect","Melt Transition","","The scene liquefies and drips away, dissolving smoothly into a new form. Surreal, fluid, and hypnotic.","Wan 2.5","Motion Effect Preset","Glitch / Experimental","People / Portrait","","","","","","","","","High","motion","catalog_page","","https://higgsfield.ai/motion/f064aa72-eb21-4691-a827-5f0fa9f4246c"
"Preset / Effect","Sunglasses","","Subject puts on or wears sunglasses—adds style, mystery, or coolness","MiniMax Hailuo","Motion Effect Preset","","People / Portrait","","","","","","","","","High","motion","catalog_page","","https://higgsfield.ai/motion/222a64a5-aa60-4a53-80ae-13dede1d1268"
"Preset / Effect","Crash Zoom Out","","Rapidly zooms out from the subject to reveal the full scene or create a sense of surprise, urgency, or comic effect. Great for dramatic reveals.","Wan 2.5","Motion Effect Preset","","People / Portrait","","","","","","","","","High","motion","catalog_page","","https://higgsfield.ai/motion/3972c090-a448-4fd4-b8f0-cb71b4b523ee"
"Preset / Effect","Angel Wings","","Wings spreading open behind person shoulders.","Wan 2.5","Motion Effect Preset","","People / Portrait","","","","","","","","","High","motion","catalog_page","","https://higgsfield.ai/motion/52ee95dd-087a-4f2a-b7e9-58f4d0abbef5"
"Preset / Effect","Plate Check","","Showing or inspecting a plate of food before eating.","Wan 2.5","Motion Effect Preset","","Food / Drink","","","","","","","","","High","motion","catalog_page","","https://higgsfield.ai/motion/c7b07954-31fb-4da3-b653-b693303b9c67"
"Preset / Effect","Skate Cruise","","Smooth, relaxed riding without tricks—just pushing and gliding through the streets. Feels calm, effortless, and stylish. Perfect for chill, aesthetic edits or street vibes.","Wan 2.5","Motion Effect Preset","","People / Portrait; Architecture / Interior","","","","","","","","","High","motion","catalog_page","","https://higgsfield.ai/motion/2f226790-7c90-4b17-be2b-b9f5ffe1510b"
"Preset / Effect","Fisheye","","A wide, distorted lens look that curves the edges of the frame, making everything appear rounded and exaggerated. Adds a fun, surreal, or edgy vibe to the shot.","Wan 2.5","Motion Effect Preset","Glitch / Experimental","People / Portrait; Animals / Creatures","","","","","","","","","High","motion","catalog_page","","https://higgsfield.ai/motion/a5915704-2b92-476b-b67b-3a1394c613cd"
"Preset / Effect","Flying","","Simulates a smooth, gliding flight through the scene, like soaring with a drone. Perfect for epic reveals, dynamic transitions, or creating a sense of freedom and flow.","Wan 2.5","Motion Effect Preset","Aerial / Drone","People / Portrait","","","","","","","","","High","motion","catalog_page","","https://higgsfield.ai/motion/d5ec4a6e-d982-4245-92eb-971c74505c9a"
"Preset / Effect","Collage","","Layered visuals, textures, or cutouts build a mixed-media look. Artistic and chaotic","MiniMax Hailuo","Motion Effect Preset","","Abstract / Texture","","","","","","","","","High","motion","catalog_page","","https://higgsfield.ai/motion/0d9830d2-4510-4472-9c70-98e1e314a86d"
"Preset / Effect","Water Bending","","The subject liquefies into a massive surge of clear water, rushing forward as a powerful wave before rising into a fluid human silhouette. Dynamic, flowing, and elemental","Wan 2.5","Motion Effect Preset","","People / Portrait; Food / Drink","","","","","","","","","High","motion","catalog_page","","https://higgsfield.ai/motion/b3c9d6c2-e1c9-4d92-8853-9d2d46e4b294"
"Preset / Effect","Flying + Set on Fire","","The subject soars through the air while fully engulfed in flames—trailing fire and heat with every movement. Intense, powerful, and perfect for explosive, supernatural action.","Wan 2.5","Motion Effect Preset","","People / Portrait","","","","","","","","","High","motion","catalog_page","","https://higgsfield.ai/motion/33a41f25-ef9d-4340-8d2d-be3e169e77d9"
"Preset / Effect","Jib Down","","The camera moves gently downward, focusing on the subject or revealing what's below. Perfect for dramatic entrances or scene reveals.","Wan 2.5","Motion Effect Preset","","People / Portrait","","","","","","","","","High","motion","catalog_page","","https://higgsfield.ai/motion/2057206c-09ef-40b2-9cc9-049e41a0b8bb"
"Preset / Effect","Bullet Time","","Time slows as the camera orbits the subject, highlighting power, style, or a key dramatic beat.","Wan 2.5","Motion Effect Preset","","People / Portrait","","","","","","","","","High","motion","catalog_page","","https://higgsfield.ai/motion/bb341c21-9548-4efb-8a91-b6202167b344"
"Preset / Effect","Freezing","","The subject slowly turns to ice—skin frosts over, breath becomes visible, and motion stops. Cold, dramatic, and perfect for supernatural, winter, or time-stopping effects.","Wan 2.5","Motion Effect Preset","","People / Portrait","","","","","","","","","High","motion","catalog_page","","https://higgsfield.ai/motion/777f1604-afee-406d-a711-bf1e0ea23c86"
